id,gid,x,y,v_x,v_y,radius,time
0,0,10.159602,0.354952,-0.129964,-0.003043,0.200000,0.050000
1,0,12.541904,0.591308,-0.129926,-0.004380,0.200000,0.050000
2,0,7.315540,-0.121917,-0.129994,0.001287,0.200000,0.050000
3,0,6.798056,-0.839916,-0.129672,0.009231,0.200000,0.050000
4,0,8.828558,0.699684,-0.129834,-0.006569,0.200000,0.050000
5,0,5.217169,0.534264,-0.129823,-0.006789,0.200000,0.050000
6,0,13.689010,-1.049466,-0.129796,0.007289,0.200000,0.050000
7,0,10.853500,-0.169775,-0.129993,0.001392,0.200000,0.050000
8,0,13.306403,-0.537250,-0.129944,0.003814,0.200000,0.050000
9,0,8.023051,-0.220514,-0.129981,0.002201,0.200000,0.050000
10,0,6.856801,0.219418,-0.129978,-0.002405,0.200000,0.050000
11,0,14.754404,-0.691021,-0.129921,0.004545,0.200000,0.050000
12,0,13.403403,0.595294,-0.129932,-0.004203,0.200000,0.050000
13,0,8.519800,0.131723,-0.129994,-0.001267,0.200000,0.050000
14,0,6.805844,-0.414673,-0.129920,0.004563,0.200000,0.050000
15,0,13.605610,1.020484,-0.129805,-0.007120,0.200000,0.050000
16,0,6.439160,0.049959,-0.129999,-0.000568,0.200000,0.050000
17,0,6.772938,0.882411,-0.129636,-0.009717,0.200000,0.050000
18,0,9.491933,-0.437445,-0.129941,0.003922,0.200000,0.050000
19,0,7.325805,-0.838949,-0.129700,0.008828,0.200000,0.050000
20,1,7.298880,7.706970,-0.023810,-0.127801,0.200000,0.050000
21,1,8.364611,-4.201477,-0.029780,-0.126543,0.200000,0.050000
22,1,7.111531,2.329550,-0.001176,-0.129995,0.200000,0.050000
23,1,9.086453,-3.082913,-0.037542,-0.124461,0.200000,0.050000
24,1,5.310845,5.483508,0.014099,-0.129233,0.200000,0.050000
25,1,8.411736,-2.035580,-0.022689,-0.128005,0.200000,0.050000
26,1,6.822040,6.561810,0.001397,-0.129992,0.200000,0.050000
27,1,5.168068,1.216815,0.020954,-0.128300,0.200000,0.050000
28,1,4.810628,3.016360,0.021563,-0.128199,0.200000,0.050000
29,1,4.813771,0.702686,0.026018,-0.127370,0.200000,0.050000
30,1,7.602839,3.440397,-0.005825,-0.129869,0.200000,0.050000
31,1,7.275493,-4.351442,-0.006333,-0.129846,0.200000,0.050000
32,1,5.645445,2.233199,0.014307,-0.129210,0.200000,0.050000
33,1,7.976907,5.357623,-0.008253,-0.129738,0.200000,0.050000
34,1,4.927924,6.629850,0.016074,-0.129002,0.200000,0.050000
35,1,9.183313,3.778260,-0.020346,-0.128398,0.200000,0.050000
36,1,6.196857,4.201830,0.007340,-0.129793,0.200000,0.050000
37,1,8.551996,3.856170,-0.014471,-0.129192,0.200000,0.050000
38,1,9.140369,4.625429,-0.018824,-0.128630,0.200000,0.050000
39,1,6.798979,8.862000,0.001385,-0.129993,0.200000,0.050000
0,0,10.147255,0.354663,-0.246932,-0.005783,0.200000,0.100000
1,0,12.529561,0.590892,-0.246860,-0.008321,0.200000,0.100000
2,0,7.303196,-0.121791,-0.246894,0.002505,0.200000,0.100000
3,0,6.785674,-0.843246,-0.247654,-0.066595,0.200000,0.100000
4,0,8.816226,0.699057,-0.246640,-0.012522,0.200000,0.100000
5,0,5.235678,0.508924,0.370177,-0.506789,0.200000,0.100000
6,0,13.676680,-1.048773,-0.246611,0.013848,0.200000,0.100000
7,0,10.841151,-0.169643,-0.246986,0.002645,0.200000,0.100000
8,0,13.294058,-0.536888,-0.246894,0.007246,0.200000,0.100000
9,0,8.010703,-0.220305,-0.246963,0.004175,0.200000,0.100000
10,0,6.844471,0.219193,-0.246605,-0.004493,0.200000,0.100000
11,0,14.742062,-0.690589,-0.246849,0.008635,0.200000,0.100000
12,0,13.391060,0.594895,-0.246872,-0.007987,0.200000,0.100000
13,0,8.507451,0.131602,-0.246984,-0.002405,0.200000,0.100000
14,0,6.793572,-0.410040,-0.245434,0.092666,0.200000,0.100000
15,0,13.593278,1.019808,-0.246628,-0.013526,0.200000,0.100000
16,0,6.426834,0.049875,-0.246512,-0.001663,0.200000,0.100000
17,0,6.760621,0.881459,-0.246336,-0.019037,0.200000,0.100000
18,0,9.479589,-0.437072,-0.246887,0.007450,0.200000,0.100000
19,0,7.313484,-0.838111,-0.246416,0.016756,0.200000,0.100000
20,1,7.296618,7.694829,-0.045239,-0.242822,0.200000,0.100000
21,1,8.361782,-4.213499,-0.056583,-0.240432,0.200000,0.100000
22,1,7.111417,2.317203,-0.002279,-0.246948,0.200000,0.100000
23,1,9.082886,-3.094737,-0.071330,-0.236476,0.200000,0.100000
24,1,5.312184,5.471231,0.026787,-0.245543,0.200000,0.100000
25,1,8.409580,-2.047741,-0.043110,-0.243209,0.200000,0.100000
26,1,6.822173,6.549461,0.002654,-0.246986,0.200000,0.100000
27,1,5.170008,1.204655,0.038808,-0.243193,0.200000,0.100000
28,1,4.812677,3.004181,0.040970,-0.243578,0.200000,0.100000
29,1,4.790072,0.721317,-0.473982,0.372630,0.200000,0.100000
30,1,7.602285,3.428059,-0.011067,-0.246751,0.200000,0.100000
31,1,7.274892,-4.363778,-0.012032,-0.246707,0.200000,0.100000
32,1,5.646806,2.220954,0.027204,-0.244920,0.200000,0.100000
33,1,7.976123,5.345298,-0.015680,-0.246502,0.200000,0.100000
34,1,4.929451,6.617595,0.030540,-0.245105,0.200000,0.100000
35,1,9.181380,3.766062,-0.038657,-0.243956,0.200000,0.100000
36,1,6.197554,4.189500,0.013946,-0.246606,0.200000,0.100000
37,1,8.550622,3.843897,-0.027494,-0.245465,0.200000,0.100000
38,1,9.138580,4.613209,-0.035766,-0.244397,0.200000,0.100000
39,1,6.799111,8.849651,0.002632,-0.246986,0.200000,0.100000
0,0,10.129645,0.354247,-0.352212,-0.008305,0.200000,0.150000
1,0,12.511956,0.590298,-0.352098,-0.011873,0.200000,0.150000
2,0,7.285668,-0.121559,-0.350554,0.004640,0.200000,0.150000
3,0,6.768407,-0.846582,-0.345335,-0.066707,0.200000,0.150000
4,0,8.798669,0.698136,-0.351150,-0.018433,0.200000,0.150000
5,0,5.229187,0.458585,-0.129823,-1.006789,0.200000,0.150000
6,0,13.659092,-1.047786,-0.351746,0.019752,0.200000,0.150000
7,0,10.823537,-0.169455,-0.352273,0.003761,0.200000,0.150000
8,0,13.276451,-0.536371,-0.352148,0.010334,0.200000,0.150000
9,0,7.993092,-0.220018,-0.352216,0.005742,0.200000,0.150000
10,0,6.827636,0.223663,-0.336701,0.089401,0.200000,0.150000
11,0,14.724457,-0.689973,-0.352085,0.012316,0.200000,0.150000
12,0,13.373445,0.594311,-0.352289,-0.011678,0.200000,0.150000
13,0,8.489846,0.131433,-0.352097,-0.003398,0.200000,0.150000
14,0,6.779533,-0.412084,-0.280787,-0.040894,0.200000,0.150000
15,0,13.575698,1.018857,-0.351598,-0.019006,0.200000,0.150000
16,0,6.439509,0.074792,0.253488,0.498337,0.200000,0.150000
17,0,6.743034,0.879865,-0.351748,-0.031878,0.200000,0.150000
18,0,9.461983,-0.436546,-0.352117,0.010536,0.200000,0.150000
19,0,7.296492,-0.836807,-0.339847,0.026067,0.200000,0.150000
20,1,7.293391,7.677512,-0.064525,-0.346341,0.200000,0.150000
21,1,8.357747,-4.230645,-0.080694,-0.342922,0.200000,0.150000
22,1,7.111222,2.299625,-0.003909,-0.351562,0.200000,0.150000
23,1,9.077799,-3.111601,-0.101739,-0.337290,0.200000,0.150000
24,1,5.314095,5.453720,0.038207,-0.350222,0.200000,0.150000
25,1,8.406506,-2.065085,-0.061489,-0.346893,0.200000,0.150000
26,1,6.822362,6.531847,0.003785,-0.352279,0.200000,0.150000
27,1,5.172208,1.187497,0.044004,-0.343172,0.200000,0.150000
28,1,4.815598,2.986813,0.058425,-0.347364,0.200000,0.150000
29,1,4.770055,0.731719,-0.400340,0.208044,0.200000,0.150000
30,1,7.601496,3.410465,-0.015780,-0.351882,0.200000,0.150000
31,1,7.274033,-4.381372,-0.017173,-0.351891,0.200000,0.150000
32,1,5.648752,2.203759,0.038937,-0.343895,0.200000,0.150000
33,1,7.975005,5.327719,-0.022365,-0.351589,0.200000,0.150000
34,1,4.931629,6.600115,0.043560,-0.349597,0.200000,0.150000
35,1,9.178623,3.748664,-0.055130,-0.347959,0.200000,0.150000
36,1,6.198549,4.171913,0.019887,-0.351732,0.200000,0.150000
37,1,8.548661,3.826392,-0.039223,-0.350110,0.200000,0.150000
38,1,9.136030,4.595780,-0.051016,-0.348582,0.200000,0.150000
39,1,6.799299,8.832037,0.003754,-0.352280,0.200000,0.150000
0,0,10.107295,0.353706,-0.446993,-0.010822,0.200000,0.200000
1,0,12.489616,0.589543,-0.446800,-0.015102,0.200000,0.200000
2,0,7.263392,-0.121285,-0.445512,0.005497,0.200000,0.200000
3,0,6.746384,-0.849117,-0.440466,-0.050709,0.200000,0.200000
4,0,8.776481,0.696883,-0.443751,-0.025059,0.200000,0.200000
5,0,5.216851,0.412988,-0.246710,-0.911932,0.200000,0.200000
6,0,13.636774,-1.046533,-0.446364,0.025061,0.200000,0.200000
7,0,10.801188,-0.169220,-0.446995,0.004704,0.200000,0.200000
8,0,13.254107,-0.535716,-0.446873,0.013104,0.200000,0.200000
9,0,7.970746,-0.219697,-0.446917,0.006420,0.200000,0.200000
10,0,6.835801,0.253133,0.163299,0.589401,0.200000,0.200000
11,0,14.702117,-0.689192,-0.446797,0.015629,0.200000,0.200000
12,0,13.351059,0.593515,-0.447736,-0.015920,0.200000,0.200000
13,0,8.467539,0.131219,-0.446152,-0.004273,0.200000,0.200000
14,0,6.758670,-0.412622,-0.417254,-0.010757,0.200000,0.200000
15,0,13.553424,1.017707,-0.445498,-0.023018,0.200000,0.200000
16,0,6.427183,0.074709,-0.246512,-0.001663,0.200000,0.200000
17,0,6.719076,0.881890,-0.479161,0.040499,0.200000,0.200000
18,0,9.439645,-0.435895,-0.446751,0.013010,0.200000,0.200000
19,0,7.276568,-0.836415,-0.398468,0.007842,0.200000,0.200000
20,1,7.289297,7.655536,-0.081883,-0.439507,0.200000,0.200000
21,1,8.352632,-4.252399,-0.102307,-0.435089,0.200000,0.200000
